"i";"xi";"yi";"f(x, y)";"si1";"si2";"lambdai";"|yi-y(i-1)|";"|yi-y(i-1)|";"|fi-f(i-1)|";angle((xi, yi), si)";"gi1";"gi2";"etai11";"etai12";"etai21";"etai22";
"10";"0,6267577847461011";"0,3769533930714938";"0,1645015600385592";"-0,4963017667668107";"-0,5054120361801375";"-0,2576199731455401";"0,12785724782654986";"0,13020423518815977";"0,08706247530842581";2,8885732462518527";"3,232657259517432";"-3,174385533669244";"1";"0";"0";"1";
"11";"0,6204032993077311";"0,3831933328578988";"0,14438501308395535";"3,232657259517432";"-3,174385533669244";"-0,0019657157960874146";"0,0063544854383700685";"0,0062399397864050105";"0,020116546954603853";1,329601360699588";"-0,33560164973531137";"-0,3413841868038725";"0,38762654286355547";"0,48598543065316085";"0,48598543065316085";"0,6143173155943729";
"12";"0,7347279911452839";"0,5271887423566537";"0,08633729786239822";"-0,2959958483082637";"-0,3728157294982494";"-0,38623748438015165";"0,11432469183755274";"0,14399540949875494";"0,05804771522155716";2,8642292334392727";"3,183205801685019";"-2,527295723146117";"1";"0";"0";"1";
"13";"0,7296632510365576";"0,5312098760228636";"0,07322561817434989";"3,183205801685019";"-2,527295723146117";"-0,0015910815775861216";"0,005064740108726294";"0,004021133666209982";"0,013111679688048328";1,300324247708822";"-0,19084845069050527";"-0,23971677807497205";"0,31588756675690965";"0,4637029249047366";"0,4637029249047366";"0,6856943506407476";
"14";"0,8284872427067203";"0,6769692056056829";"0,038293856657959646";"-0,17144402385005392";"-0,25286942527853484";"-0,5764213266284204";"0,09882399167016262";"0,14575932958281929";"0,03493176151639024";2,8516902140887135";"2,7793459625119232";"-1,8843811444202219";"1";"0";"0";"1";
"15";"0,8247680734477041";"0,6794907817315508";"0,030762717324135852";"2,7793459625119232";"-1,8843811444202219";"-0,0013381454878883892";"0,0037191692590161423";"0,002521576125867879";"0,007531139333823794";1,2849234074789733";"-0,1025078073382053";"-0,15031864941732476";"0,26673579247914636";"0,4411457961033264";"0,4411457961033264";"0,7345982370016295";
"16";"0,9057205305033784";"0,8140252862112467";"0,012863155685287321";"-0,09365494149203839";"-0,15564470312545176";"-0,8643693089334326";"0,08095245705567428";"0,134534504479696";"0,01789956163884853";2,8446110473531183";"2,0954483894336806";"-1,260878632814899";"1";"0";"0";"1";
"17";"0,9032715090876309";"0,8154989177213297";"0,0093724410919746";"2,0954483894336806";"-1,260878632814899";"-0,001168733827135382";"0,002449021415747498";"0,0014736315100829852";"0,003490714593312721";1,2760605514610317";"-0,04875237730431081";"-0,08010028162328542";"0,23354708347132058";"0,4220290908365524";"0,4220290908365524";"0,7676197067407696";
"18";"0,9628135990870484";"0,9236211631303871";"0,002531267965585321";"-0,04519062456094214";"-0,08206147615937828";"-1,317576169347288";"0,05954208999941761";"0,10812224540905745";"0,006841173126389279";2,8387961349868744";"1,2307647267474084";"-0,677772691313705";"1";"0";"0";"1";
"19";"0,9615075823617021";"0,9243403765199177";"0,0014841140141676039";"1,2307647267474084";"-0,677772691313705";"-0,0010611424726135682";"0,0013060167253463077";"0,0007192133895305776";"0,0010471539514177173";1,2690668222949382";"-0,016811991162489548";"-0,03129088382551881";"0,21249460141325127";"0,4080506173937312";"0,4080506173937312";"0,7885661397950867";
"20";"0,9941567313482125";"0,9873482024820476";"0,00013402462464107883";"-0,01634072182483479";"-0,031535074842537696";"-1,9980236697310303";"0,03264914898651034";"0,06300782596212987";"0,001350089389526525";2,8308409884451944";"0,3857391494298952";"-0,1998808005828634";"1";"0";"0";"1";
"21";"0,9937678143639034";"0,9875497299606529";"0,00003890133914461411";"0,3857391494298952";"-0,1998808005828634";"-0,0010082383001153341";"0,00038891698430913236";"0,00020152747860535826";"0,00009512328549646472";1,2603423308876094";"-0,0026304802687546758";"-0,004947780991315653";"0,20202812936530845";"0,4005102520321901";"0,4005102520321901";"0,798979803817768";
"22";"0,9999739953287357";"0,9999141215126688";"0,00000011539272069280689";"-0,002513068019860773";"-0,0050067114011793";"-2,469563464174";"0,006206180964832266";"0,012364391552015816";"0,000038785946423921304";2,8213628441375933";"0,013495566766220435";"-0,006773964209094707";"1";"0";"0";"1";
"23";"0,9999605169354308";"0,9999208868568314";"0,0000000015611197797003637";"0,013495566766220435";"-0,006773964209094707";"-0,0009987274738702632";"0,00001347839330487481";"0,000006765344162636732";"0,00000011383160091310653";1,2505767175764897";"-0,000019539298592219367";"-0,000029714588478668702";"0,20016767140468916";"0,39912652524717585";"0,39912652524717585";"0,8008307773259736";
"24";"1,0000000048204272";"0,999999995271139";"0,00000000000002067210831721776";"-0,000015771016348726276";"-0,000031595009342173226";"-2,503826267333174";"0,000039487884996481775";"0,00007910841430757035";"0,0000000015610991075942156";2,8191711731628573";"0,000005757527032024257";"-0,000002873943061310058";"1";"0";"0";"1";
"25";"0,9999999990736487";"0,9999999981397169";"0,0000000000000000008638731702770991";"0,000005757527032024257";"-0,000002873943061310058";"-0,0009981331272448932";"0,00000000574677846167138";"0,00000000286857777530917";"0,000000000000020671244444047483";1,2483757524797963";"0,000000001179495834335853";"-0,0000000015160983579676213";"0,20016044554884393";"0,39912113481132705";"0,39912113481132705";"0,8008379563543961";
